date,department,bed_capacity,occupied_beds,available_beds,icu_capacity,icu_occupancy,doctors_allocated,nurses_allocated,equipment_utilization_pct,mri_usage,ct_usage,ventilator_available,daily_admissions,bed_occupancy_rate,icu_utilization_rate,staff_to_patient_ratio,nurse_to_patient_ratio,resource_status,admissions,avg_wait_time,emergency_cases,avg_treatment_duration,readmission_rate,avg_cost,icu_required
2024-04-14,Emergency,58,58,0,8,3,24,54,102.7,8,32,5,5,1.0,0.375,1.34,0.93,Over-utilized,5.0,112.8,3.0,2.6,0.0,5417.766,0.0
2024-04-14,ICU,34,31,3,34,30,15,69,91.6,5,8,1,0,0.9117647058823529,0.8823529411764706,2.71,2.23,Over-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-14,Cardiology,48,32,16,10,4,19,38,70.9,4,9,6,0,0.6666666666666666,0.4,1.78,1.19,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-14,Orthopedics,44,31,13,2,0,10,33,68.2,5,10,2,0,0.7045454545454546,0.0,1.39,1.06,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-14,General Medicine,76,68,8,5,1,20,48,96.7,3,7,4,2,0.8947368421052632,0.2,1.0,0.71,Over-utilized,2.0,130.775,0.0,5.0,0.5,8759.335,0.0
2024-04-14,Neurology,36,31,5,5,3,12,25,84.6,9,13,2,3,0.8611111111111112,0.6,1.19,0.81,Over-utilized,3.0,112.46666666666665,0.0,2.0,0.0,4991.486666666667,0.0
2024-04-14,Pediatrics,42,27,15,6,1,13,32,99.6,3,4,5,2,0.6428571428571429,0.16666666666666666,1.67,1.19,Under-utilized,2.0,65.25,0.0,5.0,0.0,6829.4400000000005,0.0
2024-04-14,Oncology,40,31,9,3,1,8,40,92.2,4,4,2,2,0.775,0.3333333333333333,1.55,1.29,Balanced,2.0,75.25,0.0,8.5,0.0,10712.19,1.0
2024-04-14,Surgery,52,41,11,8,1,22,37,83.2,3,4,7,1,0.7884615384615384,0.125,1.44,0.9,Balanced,1.0,73.9,0.0,4.0,0.0,5168.08,0.0
2024-04-14,Maternity,46,30,16,4,3,15,35,86.3,2,1,1,0,0.6521739130434783,0.75,1.67,1.17,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,Emergency,58,58,0,8,2,19,53,81.5,12,27,6,3,1.0,0.25,1.24,0.91,Over-utilized,3.0,136.29999999999998,2.0,3.6666666666666665,0.0,6884.026666666668,0.0
2024-04-15,ICU,34,30,4,34,32,19,64,79.6,4,12,0,1,0.8823529411764706,0.9411764705882353,2.77,2.13,Over-utilized,1.0,65.1,0.0,11.0,1.0,18907.22,1.0
2024-04-15,Cardiology,48,43,5,10,4,14,41,105.7,7,7,6,4,0.8958333333333334,0.4,1.28,0.95,Over-utilized,4.0,86.4,1.0,3.25,0.0,5877.0075,0.0
2024-04-15,Orthopedics,44,32,12,2,2,15,29,96.3,6,2,0,0,0.7272727272727273,1.0,1.38,0.91,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,General Medicine,76,66,10,5,0,20,51,73.3,1,7,5,3,0.868421052631579,0.0,1.08,0.77,Over-utilized,3.0,67.66666666666667,1.0,2.0,0.0,4706.5199999999995,1.0
2024-04-15,Neurology,36,28,8,5,0,12,22,102.5,8,5,5,2,0.7777777777777778,0.0,1.21,0.79,Balanced,2.0,105.1,0.0,2.0,0.0,5025.875,0.0
2024-04-15,Pediatrics,42,27,15,6,0,13,32,73.1,5,7,6,1,0.6428571428571429,0.0,1.67,1.19,Under-utilized,1.0,66.2,0.0,1.0,0.0,3417.74,0.0
2024-04-15,Oncology,40,29,11,3,0,10,27,88.6,8,4,3,3,0.725,0.0,1.28,0.93,Balanced,3.0,57.133333333333326,0.0,3.6666666666666665,0.0,5894.54,0.0
2024-04-15,Surgery,52,44,8,8,1,16,43,90.5,2,14,7,2,0.8461538461538461,0.125,1.34,0.98,Balanced,2.0,90.3,0.0,8.5,0.0,9536.115,0.0
2024-04-15,Maternity,46,28,18,4,0,15,36,77.5,2,4,4,2,0.6086956521739131,0.0,1.82,1.29,Under-utilized,2.0,69.55,0.0,2.5,0.0,4677.255,0.0
2024-04-16,Emergency,58,53,5,8,0,25,55,102.6,5,27,8,2,0.9137931034482759,0.0,1.51,1.04,Over-utilized,2.0,117.25,2.0,1.0,0.0,4460.8099999999995,0.0
2024-04-16,ICU,34,29,5,34,32,17,66,95.4,2,6,0,0,0.8529411764705882,0.9411764705882353,2.86,2.28,Over-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,Cardiology,48,42,6,10,3,16,35,77.8,7,7,7,4,0.875,0.3,1.21,0.83,Over-utilized,4.0,91.025,1.0,2.5,0.0,4924.9275,1.0
2024-04-16,Orthopedics,44,35,9,2,2,10,31,85.6,8,2,0,2,0.7954545454545454,1.0,1.17,0.89,Balanced,2.0,75.95,1.0,1.0,0.0,3656.065,0.0
2024-04-16,General Medicine,76,70,6,5,0,19,51,77.0,4,17,5,11,0.9210526315789473,0.0,1.0,0.73,Over-utilized,11.0,77.04545454545455,1.0,2.909090909090909,0.0,5362.021818181818,0.0
2024-04-16,Neurology,36,31,5,5,0,13,33,88.3,11,10,5,2,0.8611111111111112,0.0,1.48,1.06,Over-utilized,2.0,93.3,2.0,2.0,0.0,4510.035,1.0
2024-04-16,Pediatrics,42,28,14,6,0,10,37,82.9,5,8,6,2,0.6666666666666666,0.0,1.68,1.32,Balanced,2.0,55.75,0.0,1.0,0.0,3203.26,0.0
2024-04-16,Oncology,40,29,11,3,0,10,22,77.1,5,7,3,1,0.725,0.0,1.1,0.76,Balanced,1.0,60.5,0.0,8.0,1.0,10434.06,0.0
2024-04-16,Surgery,52,43,9,8,3,17,35,85.7,4,18,5,4,0.8269230769230769,0.375,1.21,0.81,Balanced,4.0,112.475,1.0,4.5,0.0,7603.605,0.0
2024-04-16,Maternity,46,30,16,4,0,14,42,85.7,3,0,4,3,0.6521739130434783,0.0,1.87,1.4,Balanced,3.0,37.96666666666667,1.0,1.3333333333333333,0.3333333333333333,3692.6866666666665,0.0
2024-04-17,Emergency,58,57,1,8,3,22,56,107.2,9,37,5,4,0.9827586206896551,0.375,1.37,0.98,Over-utilized,4.0,127.25,3.0,5.25,0.0,8176.03,0.0
2024-04-17,ICU,34,28,6,34,31,18,74,88.6,2,16,0,1,0.8235294117647058,0.9117647058823529,3.29,2.64,Balanced,1.0,48.7,1.0,4.0,0.0,11618.48,1.0
2024-04-17,Cardiology,48,34,14,10,3,18,40,85.4,7,9,7,2,0.7083333333333334,0.3,1.71,1.18,Balanced,2.0,61.5,2.0,6.0,0.0,9266.215,0.0
2024-04-17,Orthopedics,44,34,10,2,0,10,29,97.9,8,7,2,2,0.7727272727272727,0.0,1.15,0.85,Balanced,2.0,99.3,0.0,3.0,0.0,5602.455,0.0
2024-04-17,General Medicine,76,68,8,5,0,20,49,76.8,6,8,5,6,0.8947368421052632,0.0,1.01,0.72,Over-utilized,6.0,90.61666666666667,1.0,2.5,0.0,4805.078333333334,0.0
2024-04-17,Neurology,36,31,5,5,0,11,24,72.1,8,11,5,0,0.8611111111111112,0.0,1.13,0.77,Over-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-17,Pediatrics,42,32,10,6,0,10,33,79.9,1,9,6,3,0.7619047619047619,0.0,1.34,1.03,Balanced,3.0,81.33333333333333,1.0,2.3333333333333335,0.3333333333333333,4742.593333333333,1.0
2024-04-17,Oncology,40,29,11,3,0,13,25,88.9,2,9,3,1,0.725,0.0,1.31,0.86,Balanced,1.0,42.4,0.0,4.0,0.0,7559.97,1.0
2024-04-17,Surgery,52,44,8,8,3,19,42,76.8,8,9,5,0,0.8461538461538461,0.375,1.39,0.95,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-17,Maternity,46,25,21,4,0,9,38,82.0,4,7,4,0,0.5434782608695652,0.0,1.88,1.52,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-18,Emergency,58,56,2,8,1,24,52,99.5,8,41,7,2,0.9655172413793104,0.125,1.36,0.93,Over-utilized,2.0,119.25,2.0,3.0,0.0,6001.95,0.0
2024-04-18,ICU,34,31,3,34,31,18,60,95.8,2,16,0,3,0.9117647058823529,0.9117647058823529,2.52,1.94,Over-utilized,3.0,65.83333333333333,1.0,6.333333333333333,0.0,14038.603333333333,2.0
2024-04-18,Cardiology,48,39,9,10,1,17,30,75.5,3,11,9,2,0.8125,0.1,1.21,0.77,Balanced,2.0,83.9,0.0,3.5,0.0,6294.385,0.0
2024-04-18,Orthopedics,44,33,11,2,1,9,40,78.5,9,8,1,3,0.75,0.5,1.48,1.21,Balanced,3.0,95.56666666666666,0.0,2.3333333333333335,0.0,5375.223333333333,0.0
2024-04-18,General Medicine,76,61,15,5,1,16,52,74.7,2,17,4,3,0.8026315789473685,0.2,1.11,0.85,Balanced,3.0,105.73333333333333,0.0,3.0,0.3333333333333333,5472.743333333333,0.0
2024-04-18,Neurology,36,30,6,5,0,13,27,79.0,6,10,5,0,0.8333333333333334,0.0,1.33,0.9,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-18,Pediatrics,42,29,13,6,2,10,29,77.4,2,9,4,1,0.6904761904761905,0.3333333333333333,1.34,1.0,Balanced,1.0,73.1,0.0,10.0,0.0,12121.43,0.0
2024-04-18,Oncology,40,31,9,3,0,12,27,89.2,7,7,3,2,0.775,0.0,1.26,0.87,Balanced,2.0,77.9,0.0,4.0,0.0,6546.975,0.0
2024-04-18,Surgery,52,40,12,8,0,16,36,80.9,7,8,8,2,0.7692307692307693,0.0,1.3,0.9,Balanced,2.0,58.099999999999994,0.0,5.5,0.0,8209.215,0.0
2024-04-18,Maternity,46,27,19,4,0,15,34,94.8,1,0,4,0,0.5869565217391305,0.0,1.81,1.26,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,Emergency,58,52,6,8,1,22,46,92.5,13,35,7,3,0.896551724137931,0.125,1.31,0.88,Over-utilized,3.0,86.53333333333335,2.0,1.3333333333333333,0.0,3954.126666666667,0.0
2024-04-19,ICU,34,30,4,34,31,20,62,89.7,2,10,0,1,0.8823529411764706,0.9117647058823529,2.73,2.07,Over-utilized,1.0,62.8,0.0,14.0,0.0,19240.39,0.0
2024-04-19,Cardiology,48,37,11,10,3,16,30,94.5,6,12,7,2,0.7708333333333334,0.3,1.24,0.81,Balanced,2.0,76.4,1.0,4.0,0.0,7183.045,1.0
2024-04-19,Orthopedics,44,35,9,2,1,12,29,87.0,9,4,1,0,0.7954545454545454,0.5,1.17,0.83,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,General Medicine,76,63,13,5,3,17,45,84.6,4,18,2,2,0.8289473684210527,0.6,0.98,0.71,Balanced,2.0,78.4,0.0,2.5,0.0,5104.955,0.0
2024-04-19,Neurology,36,28,8,5,2,10,31,80.0,10,2,3,0,0.7777777777777778,0.4,1.46,1.11,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,Pediatrics,42,32,10,6,0,12,29,99.4,4,6,6,3,0.7619047619047619,0.0,1.28,0.91,Balanced,3.0,57.166666666666664,1.0,2.0,0.0,5355.026666666667,0.0
2024-04-19,Oncology,40,33,7,3,0,8,31,88.0,2,2,3,2,0.825,0.0,1.18,0.94,Balanced,2.0,83.95,0.0,4.0,0.5,6828.120000000001,0.0
2024-04-19,Surgery,52,36,16,8,0,12,40,89.7,2,7,8,0,0.6923076923076923,0.0,1.44,1.11,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,Maternity,46,32,14,4,1,17,33,74.7,2,0,3,1,0.6956521739130435,0.25,1.56,1.03,Balanced,1.0,79.1,0.0,1.0,0.0,3813.45,1.0
2024-04-20,Emergency,58,58,0,8,2,20,54,67.1,9,25,6,1,1.0,0.25,1.28,0.93,Over-utilized,1.0,72.8,1.0,3.0,0.0,5254.39,0.0
2024-04-20,ICU,34,34,0,34,31,18,66,86.5,6,11,0,1,1.0,0.9117647058823529,2.47,1.94,Over-utilized,1.0,55.9,0.0,5.0,0.0,12902.82,0.0
2024-04-20,Cardiology,48,38,10,10,4,13,37,106.1,6,13,6,2,0.7916666666666666,0.4,1.32,0.97,Balanced,2.0,75.4,1.0,4.5,0.0,7190.67,0.0
2024-04-20,Orthopedics,44,29,15,2,2,11,28,93.5,6,8,0,1,0.6590909090909091,1.0,1.34,0.97,Balanced,1.0,101.7,0.0,2.0,0.0,5173.15,0.0
2024-04-20,General Medicine,76,66,10,5,0,19,54,92.7,5,17,5,1,0.868421052631579,0.0,1.11,0.82,Over-utilized,1.0,82.6,0.0,1.0,0.0,4177.58,0.0
2024-04-20,Neurology,36,31,5,5,1,11,25,86.3,10,13,4,1,0.8611111111111112,0.2,1.16,0.81,Over-utilized,1.0,172.9,0.0,16.0,0.0,19659.93,1.0
2024-04-20,Pediatrics,42,31,11,6,2,10,35,101.4,2,4,4,1,0.7380952380952381,0.3333333333333333,1.45,1.13,Balanced,1.0,62.1,0.0,1.0,0.0,2996.76,0.0
2024-04-20,Oncology,40,28,12,3,1,7,24,77.1,3,3,2,0,0.7,0.3333333333333333,1.11,0.86,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-20,Surgery,52,41,11,8,3,18,31,82.5,0,8,5,1,0.7884615384615384,0.375,1.2,0.76,Balanced,1.0,49.0,1.0,1.0,0.0,3371.05,0.0
2024-04-20,Maternity,46,34,12,4,1,18,32,94.3,2,0,3,1,0.7391304347826086,0.25,1.47,0.94,Balanced,1.0,46.9,1.0,2.0,0.0,4743.51,0.0
2024-04-21,Emergency,58,57,1,8,2,23,59,86.1,11,31,6,2,0.9827586206896551,0.25,1.44,1.04,Over-utilized,2.0,155.35,2.0,2.0,0.0,4766.635,1.0
2024-04-21,ICU,34,34,0,34,30,19,68,97.0,5,13,1,4,1.0,0.8823529411764706,2.56,2.0,Over-utilized,4.0,43.55,1.0,6.0,0.0,13104.685,4.0
2024-04-21,Cardiology,48,40,8,10,1,16,33,85.4,6,18,9,3,0.8333333333333334,0.1,1.23,0.82,Balanced,3.0,72.93333333333334,0.0,1.6666666666666667,0.0,4598.8533333333335,0.0
2024-04-21,Orthopedics,44,29,15,2,0,9,37,84.2,6,7,2,2,0.6590909090909091,0.0,1.59,1.28,Balanced,2.0,88.4,1.0,1.5,0.0,4363.93,1.0
2024-04-21,General Medicine,76,71,5,5,0,17,46,83.8,2,18,5,4,0.9342105263157895,0.0,0.89,0.65,Over-utilized,4.0,77.425,2.0,6.5,0.0,8667.3025,0.0
2024-04-21,Neurology,36,26,10,5,0,9,24,83.2,9,5,5,2,0.7222222222222222,0.0,1.27,0.92,Balanced,2.0,129.35,1.0,4.0,0.0,7108.539999999999,0.0
2024-04-21,Pediatrics,42,26,16,6,1,14,34,74.5,2,10,5,1,0.6190476190476191,0.16666666666666666,1.85,1.31,Under-utilized,1.0,88.7,0.0,6.0,0.0,7572.09,0.0
2024-04-21,Oncology,40,28,12,3,0,6,24,69.6,5,0,3,1,0.7,0.0,1.07,0.86,Balanced,1.0,27.5,1.0,3.0,0.0,5213.52,0.0
2024-04-21,Surgery,52,43,9,8,1,17,42,91.3,2,16,7,3,0.8269230769230769,0.125,1.37,0.98,Balanced,3.0,92.16666666666667,0.0,2.0,0.0,4349.636666666666,0.0
2024-04-21,Maternity,46,29,17,4,1,15,39,77.7,4,0,3,1,0.6304347826086957,0.25,1.86,1.34,Under-utilized,1.0,33.9,0.0,1.0,0.0,3145.11,0.0
2024-04-22,Emergency,58,55,3,8,3,20,52,94.8,5,43,5,3,0.9482758620689655,0.375,1.31,0.95,Over-utilized,3.0,97.06666666666666,2.0,2.0,0.3333333333333333,4712.716666666666,0.0
2024-04-22,ICU,34,34,0,34,31,18,62,96.7,6,9,0,1,1.0,0.9117647058823529,2.35,1.82,Over-utilized,1.0,73.0,0.0,11.0,0.0,18246.37,0.0
2024-04-22,Cardiology,48,35,13,10,2,16,36,82.9,3,8,8,1,0.7291666666666666,0.2,1.49,1.03,Balanced,1.0,127.4,0.0,14.0,0.0,14682.9,1.0
2024-04-22,Orthopedics,44,37,7,2,0,13,29,68.6,10,4,2,2,0.8409090909090909,0.0,1.14,0.78,Balanced,2.0,72.25,0.0,3.5,0.0,5912.85,0.0
2024-04-22,General Medicine,76,65,11,5,4,21,42,73.9,5,14,1,5,0.8552631578947368,0.8,0.97,0.65,Over-utilized,5.0,109.55999999999999,2.0,3.2,0.0,5982.298000000001,3.0
2024-04-22,Neurology,36,31,5,5,0,11,24,91.3,14,7,5,1,0.8611111111111112,0.0,1.13,0.77,Over-utilized,1.0,78.8,0.0,5.0,0.0,7816.5,0.0
2024-04-22,Pediatrics,42,26,16,6,1,12,32,92.2,2,3,5,2,0.6190476190476191,0.16666666666666666,1.69,1.23,Under-utilized,2.0,69.5,0.0,2.5,0.0,5546.555,0.0
2024-04-22,Oncology,40,30,10,3,1,9,36,94.0,3,9,2,1,0.75,0.3333333333333333,1.5,1.2,Balanced,1.0,51.0,0.0,8.0,0.0,7740.72,0.0
2024-04-22,Surgery,52,43,9,8,4,19,42,74.8,2,13,4,1,0.8269230769230769,0.5,1.42,0.98,Balanced,1.0,80.9,1.0,8.0,0.0,9174.26,0.0
2024-04-22,Maternity,46,33,13,4,1,11,30,89.0,8,10,3,4,0.717391304347826,0.25,1.24,0.91,Balanced,4.0,69.175,0.0,2.25,0.0,4591.875,1.0
2024-04-23,Emergency,58,53,5,8,2,23,47,87.7,8,31,6,1,0.9137931034482759,0.25,1.32,0.89,Over-utilized,1.0,81.2,1.0,1.0,0.0,3514.16,0.0
2024-04-23,ICU,34,34,0,34,31,15,64,92.0,3,13,0,2,1.0,0.9117647058823529,2.32,1.88,Over-utilized,2.0,81.35,0.0,4.5,0.0,12011.105,1.0
2024-04-23,Cardiology,48,37,11,10,4,13,44,80.6,3,11,6,0,0.7708333333333334,0.4,1.54,1.19,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,Orthopedics,44,31,13,2,0,12,30,78.3,6,10,2,2,0.7045454545454546,0.0,1.35,0.97,Balanced,2.0,83.5,1.0,7.5,0.0,11192.86,0.0
2024-04-23,General Medicine,76,64,12,5,0,18,56,93.9,6,12,5,4,0.8421052631578947,0.0,1.16,0.88,Balanced,4.0,96.67500000000001,1.0,4.75,0.0,6769.38,0.0
2024-04-23,Neurology,36,27,9,5,0,14,21,64.5,11,10,5,0,0.75,0.0,1.3,0.78,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,Pediatrics,42,26,16,6,0,10,34,76.7,5,5,6,0,0.6190476190476191,0.0,1.69,1.31,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,Oncology,40,32,8,3,1,11,32,86.0,4,8,2,3,0.8,0.3333333333333333,1.34,1.0,Balanced,3.0,45.63333333333333,1.0,2.6666666666666665,0.0,5132.716666666666,1.0
2024-04-23,Surgery,52,32,20,8,4,14,43,54.7,6,3,4,0,0.6153846153846154,0.5,1.78,1.34,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,Maternity,46,29,17,4,2,11,41,89.5,0,7,2,0,0.6304347826086957,0.5,1.79,1.41,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,Emergency,58,52,6,8,4,22,49,97.9,10,33,4,2,0.896551724137931,0.5,1.37,0.94,Over-utilized,2.0,139.45,2.0,3.5,0.0,5867.95,0.0
2024-04-24,ICU,34,33,1,34,29,17,58,89.0,4,20,2,3,0.9705882352941176,0.8529411764705882,2.27,1.76,Over-utilized,3.0,61.76666666666667,0.0,10.666666666666666,0.0,18699.673333333336,2.0
2024-04-24,Cardiology,48,43,5,10,2,11,33,89.1,6,11,8,3,0.8958333333333334,0.2,1.02,0.77,Over-utilized,3.0,85.3,1.0,5.0,0.3333333333333333,7697.1033333333335,0.0
2024-04-24,Orthopedics,44,34,10,2,3,10,33,81.1,7,13,0,2,0.7727272727272727,1.4,1.26,0.97,Balanced,2.0,89.25,1.0,1.5,0.0,4344.5650000000005,0.0
2024-04-24,General Medicine,76,72,4,5,3,17,47,81.7,3,18,2,3,0.9473684210526315,0.6,0.89,0.65,Over-utilized,3.0,80.93333333333334,0.0,2.6666666666666665,0.0,5508.253333333333,0.0
2024-04-24,Neurology,36,27,9,5,0,13,29,80.8,6,17,5,0,0.75,0.0,1.56,1.07,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,Pediatrics,42,29,13,6,1,11,37,77.7,4,11,5,2,0.6904761904761905,0.16666666666666666,1.66,1.28,Balanced,2.0,100.9,0.0,4.5,0.0,7942.39,1.0
2024-04-24,Oncology,40,28,12,3,2,11,28,101.3,4,1,1,1,0.7,0.6666666666666666,1.39,1.0,Balanced,1.0,112.6,0.0,4.0,0.0,8249.02,0.0
2024-04-24,Surgery,52,41,11,8,3,14,46,93.2,9,13,5,2,0.7884615384615384,0.375,1.46,1.12,Balanced,2.0,65.5,0.0,1.5,0.0,4602.625,0.0
2024-04-24,Maternity,46,25,21,4,0,13,23,78.4,2,7,4,0,0.5434782608695652,0.0,1.44,0.92,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,Emergency,58,57,1,8,0,22,55,78.2,12,34,8,3,0.9827586206896551,0.0,1.35,0.96,Over-utilized,3.0,113.66666666666667,3.0,5.666666666666667,0.0,7944.799999999999,0.0
2024-04-25,ICU,34,30,4,34,31,20,61,80.2,1,15,0,0,0.8823529411764706,0.9117647058823529,2.7,2.03,Over-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,Cardiology,48,43,5,10,1,14,44,76.6,3,9,9,3,0.8958333333333334,0.1,1.35,1.02,Over-utilized,3.0,73.93333333333334,1.0,1.6666666666666667,0.0,4087.17,0.0
2024-04-25,Orthopedics,44,28,16,2,1,12,23,75.2,7,5,1,2,0.6363636363636364,0.5,1.25,0.82,Under-utilized,2.0,63.699999999999996,1.0,1.5,0.0,4241.97,0.0
2024-04-25,General Medicine,76,69,7,5,0,21,58,96.5,2,17,5,3,0.9078947368421053,0.0,1.14,0.84,Over-utilized,3.0,121.2,0.0,3.3333333333333335,0.0,6324.900000000001,1.0
2024-04-25,Neurology,36,31,5,5,0,11,29,80.0,8,16,5,0,0.8611111111111112,0.0,1.29,0.94,Over-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,Pediatrics,42,27,15,6,0,14,34,74.1,2,8,6,0,0.6428571428571429,0.0,1.78,1.26,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,Oncology,40,28,12,3,0,9,37,87.5,2,6,3,0,0.7,0.0,1.64,1.32,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,Surgery,52,43,9,8,2,17,44,96.4,5,6,6,2,0.8269230769230769,0.25,1.42,1.02,Balanced,2.0,83.85,1.0,4.5,0.0,6592.775,0.0
2024-04-25,Maternity,46,29,17,4,2,15,35,78.3,1,8,2,1,0.6304347826086957,0.5,1.72,1.21,Under-utilized,1.0,92.4,1.0,2.0,1.0,4718.69,0.0
2024-04-26,Emergency,58,58,0,8,5,21,52,92.1,11,37,3,2,1.0,0.625,1.26,0.9,Over-utilized,2.0,134.05,0.0,1.0,0.0,3585.63,0.0
2024-04-26,ICU,34,34,0,34,31,20,64,83.2,5,12,0,1,1.0,0.9117647058823529,2.47,1.88,Over-utilized,1.0,64.7,0.0,4.0,0.0,11275.56,1.0
2024-04-26,Cardiology,48,40,8,10,2,14,33,84.0,5,13,8,0,0.8333333333333334,0.2,1.18,0.82,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-26,Orthopedics,44,32,12,2,0,10,30,82.7,4,10,2,0,0.7272727272727273,0.0,1.25,0.94,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-26,General Medicine,76,64,12,5,1,19,57,79.7,4,15,4,4,0.8421052631578947,0.2,1.19,0.89,Balanced,4.0,102.3,1.0,3.0,0.0,5368.925,0.0
2024-04-26,Neurology,36,27,9,5,1,12,30,77.7,4,6,4,1,0.75,0.2,1.56,1.11,Balanced,1.0,124.7,0.0,2.0,0.0,5085.03,0.0
2024-04-26,Pediatrics,42,29,13,6,0,14,37,75.0,2,9,6,1,0.6904761904761905,0.0,1.76,1.28,Balanced,1.0,159.6,0.0,3.0,0.0,6719.19,0.0
2024-04-26,Oncology,40,31,9,3,0,11,32,70.7,5,0,3,1,0.775,0.0,1.39,1.03,Balanced,1.0,94.7,0.0,3.0,0.0,6058.38,0.0
2024-04-26,Surgery,52,39,13,8,2,17,45,87.1,3,13,6,1,0.75,0.25,1.59,1.15,Balanced,1.0,57.4,1.0,1.0,0.0,3598.94,0.0
2024-04-26,Maternity,46,28,18,4,2,12,32,82.5,1,0,2,0,0.6086956521739131,0.5,1.57,1.14,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-27,Emergency,58,58,0,8,2,24,52,84.9,9,32,6,4,1.0,0.25,1.31,0.9,Over-utilized,4.0,140.925,3.0,2.5,0.0,5301.77,1.0
2024-04-27,ICU,34,33,1,34,32,18,61,79.1,2,10,0,0,0.9705882352941176,0.9411764705882353,2.39,1.85,Over-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-27,Cardiology,48,36,12,10,4,15,42,85.3,3,13,6,1,0.75,0.4,1.58,1.17,Balanced,1.0,56.6,0.0,1.0,0.0,2757.11,0.0
2024-04-27,Orthopedics,44,33,11,2,0,12,21,84.3,8,4,2,3,0.75,0.0,1.0,0.64,Balanced,3.0,92.36666666666666,0.0,4.333333333333333,0.0,7948.009999999999,0.0
2024-04-27,General Medicine,76,71,5,5,1,23,48,99.9,3,9,4,2,0.9342105263157895,0.2,1.0,0.68,Over-utilized,2.0,87.55,0.0,2.0,0.0,4710.84,0.0
2024-04-27,Neurology,36,26,10,5,0,13,25,81.8,11,10,5,1,0.7222222222222222,0.0,1.46,0.96,Balanced,1.0,145.6,0.0,3.0,0.0,6187.77,0.0
2024-04-27,Pediatrics,42,28,14,6,1,11,37,83.8,3,11,5,0,0.6666666666666666,0.16666666666666666,1.71,1.32,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-27,Oncology,40,29,11,3,0,9,29,81.9,6,7,3,1,0.725,0.0,1.31,1.0,Balanced,1.0,72.5,0.0,4.0,0.0,6350.59,0.0
2024-04-27,Surgery,52,39,13,8,1,17,50,86.6,3,12,7,2,0.75,0.125,1.72,1.28,Balanced,2.0,98.45,0.0,2.5,0.0,6136.045,0.0
2024-04-27,Maternity,46,26,20,4,0,11,40,85.1,0,1,4,0,0.5652173913043478,0.0,1.96,1.54,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-28,Emergency,58,57,1,8,4,19,52,99.9,8,37,4,2,0.9827586206896551,0.5,1.25,0.91,Over-utilized,2.0,112.8,2.0,1.0,0.0,3970.64,0.0
2024-04-28,ICU,34,34,0,34,29,17,69,92.1,2,16,2,1,1.0,0.8529411764705882,2.53,2.03,Over-utilized,1.0,64.8,0.0,4.0,0.0,11166.59,1.0
2024-04-28,Cardiology,48,39,9,10,3,15,36,84.3,0,18,7,2,0.8125,0.3,1.31,0.92,Balanced,2.0,78.2,1.0,3.0,0.0,5683.775,1.0
