date,department,bed_capacity,occupied_beds,available_beds,icu_capacity,icu_occupancy,doctors_allocated,nurses_allocated,equipment_utilization_pct,mri_usage,ct_usage,ventilator_available,daily_admissions
2024-03-31,ICU,34,34,0,34,30,19,63,96.4,1,11,1,0
2024-03-31,Cardiology,48,41,7,10,5,15,40,79.1,9,16,5,3
2024-03-31,Orthopedics,44,28,16,2,0,14,30,67.6,3,8,2,2
2024-03-31,General Medicine,76,61,15,5,0,20,48,78.6,6,14,5,1
2024-03-31,Neurology,36,24,12,5,3,13,30,73.0,5,8,2,0
2024-03-31,Pediatrics,42,29,13,6,2,9,35,94.1,2,8,4,3
2024-03-31,Oncology,40,31,9,3,1,7,33,82.4,4,7,2,0
2024-03-31,Surgery,52,41,11,8,2,17,34,87.3,2,17,6,0
2024-03-31,Maternity,46,31,15,4,1,12,30,80.0,2,3,3,2
2024-04-01,Emergency,58,48,10,8,4,21,43,95.6,9,26,4,0
2024-04-01,ICU,34,34,0,34,30,19,66,105.5,5,8,1,3
2024-04-01,Cardiology,48,35,13,10,3,18,41,82.6,4,1,7,1
2024-04-01,Orthopedics,44,30,14,2,0,15,24,88.8,6,2,2,2
2024-04-01,General Medicine,76,71,5,5,0,19,56,86.4,5,18,5,6
2024-04-01,Neurology,36,34,2,5,0,11,27,92.3,8,1,5,2
2024-04-01,Pediatrics,42,28,14,6,2,16,27,80.2,3,5,4,1
2024-04-01,Oncology,40,34,6,3,1,13,28,80.2,4,15,2,0
2024-04-01,Surgery,52,47,5,8,2,14,38,93.6,4,14,6,7
2024-04-01,Maternity,46,28,18,4,0,11,37,76.2,2,0,4,1
2024-04-02,Emergency,58,55,3,8,2,22,59,113.6,8,34,6,10
2024-04-02,ICU,34,33,1,34,29,17,65,82.1,3,19,2,1
2024-04-02,Cardiology,48,40,8,10,4,12,42,84.6,4,9,6,3
2024-04-02,Orthopedics,44,26,18,2,0,13,27,79.2,7,6,2,0
2024-04-02,General Medicine,76,69,7,5,1,20,49,87.7,5,21,4,6
2024-04-02,Neurology,36,33,3,5,1,8,24,68.8,10,15,4,1
2024-04-02,Pediatrics,42,30,12,6,0,13,34,77.0,0,3,6,0
2024-04-02,Oncology,40,32,8,3,0,11,37,73.9,0,0,3,1
2024-04-02,Surgery,52,38,14,8,3,13,42,89.9,5,10,5,2
2024-04-02,Maternity,46,30,16,4,1,15,38,75.2,5,8,3,1
2024-04-03,Emergency,58,58,0,8,4,22,56,105.1,12,35,4,3
2024-04-03,ICU,34,31,3,34,29,19,60,92.8,4,8,2,1
2024-04-03,Cardiology,48,40,8,10,3,12,38,95.1,3,12,7,3
2024-04-03,Orthopedics,44,30,14,2,1,15,34,74.5,8,9,1,2
2024-04-03,General Medicine,76,67,9,5,0,23,47,75.0,6,16,5,3
2024-04-03,Neurology,36,30,6,5,0,16,33,85.8,13,10,5,1
2024-04-03,Pediatrics,42,27,15,6,0,13,33,75.2,5,14,6,1
2024-04-03,Oncology,40,34,6,3,1,9,27,87.0,1,1,2,1
2024-04-03,Surgery,52,41,11,8,2,18,37,86.2,4,14,6,2
2024-04-03,Maternity,46,32,14,4,0,16,37,85.3,0,4,4,1
2024-04-04,Emergency,58,58,0,8,1,23,54,82.9,9,40,7,5
2024-04-04,ICU,34,33,1,34,31,15,66,91.8,2,11,0,0
2024-04-04,Cardiology,48,32,16,10,2,12,35,70.6,2,8,8,3
2024-04-04,Orthopedics,44,31,13,2,1,11,23,82.3,3,9,1,0
2024-04-04,General Medicine,76,64,12,5,1,21,49,83.7,1,11,4,1
2024-04-04,Neurology,36,28,8,5,0,13,32,90.2,12,9,5,0
2024-04-04,Pediatrics,42,25,17,6,0,12,28,86.7,2,3,6,1
2024-04-04,Oncology,40,23,17,3,1,9,33,65.0,2,5,2,0
2024-04-04,Surgery,52,36,16,8,1,19,48,89.9,5,10,7,1
2024-04-04,Maternity,46,27,19,4,0,12,27,84.0,0,1,4,2
2024-04-05,Emergency,58,53,5,8,2,22,51,95.6,9,31,6,2
2024-04-05,ICU,34,34,0,34,30,14,64,77.4,3,12,1,2
2024-04-05,Cardiology,48,33,15,10,4,15,34,90.9,5,10,6,2
2024-04-05,Orthopedics,44,30,14,2,0,13,30,82.5,7,3,2,2
2024-04-05,General Medicine,76,54,22,5,0,19,51,88.1,5,13,5,2
2024-04-05,Neurology,36,26,10,5,2,10,24,89.7,4,0,3,0
2024-04-05,Pediatrics,42,36,6,6,0,11,32,98.6,0,15,6,4
2024-04-05,Oncology,40,34,6,3,3,10,20,80.3,4,7,0,2
2024-04-05,Surgery,52,39,13,8,3,19,38,97.9,5,3,5,0
2024-04-05,Maternity,46,26,20,4,0,14,36,72.8,3,0,4,0
2024-04-06,Emergency,58,56,2,8,3,23,53,88.2,9,28,5,3
2024-04-06,ICU,34,34,0,34,31,20,61,87.5,4,19,0,3
2024-04-06,Cardiology,48,38,10,10,2,15,31,87.0,5,10,8,0
2024-04-06,Orthopedics,44,29,15,2,2,11,27,76.1,5,7,0,0
2024-04-06,General Medicine,76,73,3,5,3,19,52,96.7,3,14,2,0
2024-04-06,Neurology,36,30,6,5,1,11,24,95.1,12,11,4,1
2024-04-06,Pediatrics,42,28,14,6,0,11,38,76.5,0,7,6,2
2024-04-06,Oncology,40,26,14,3,0,7,26,76.2,0,6,3,0
2024-04-06,Surgery,52,42,10,8,1,20,43,94.3,4,14,7,1
2024-04-06,Maternity,46,25,21,4,3,12,45,82.0,2,7,1,0
2024-04-07,Emergency,58,56,2,8,3,18,54,87.7,11,27,5,3
2024-04-07,ICU,34,33,1,34,31,19,67,96.1,4,9,0,1
2024-04-07,Cardiology,48,43,5,10,3,12,37,88.7,10,16,7,1
2024-04-07,Orthopedics,44,31,13,2,1,14,27,83.9,9,7,1,1
2024-04-07,General Medicine,76,72,4,5,0,19,54,76.4,7,23,5,3
2024-04-07,Neurology,36,28,8,5,3,11,27,93.3,9,14,2,0
2024-04-07,Pediatrics,42,28,14,6,0,13,33,96.1,7,0,6,1
2024-04-07,Oncology,40,25,15,3,0,13,26,,0,4,3,0
2024-04-07,Surgery,52,38,14,8,1,16,48,75.3,0,14,7,1
2024-04-07,Maternity,46,30,16,4,0,15,30,81.0,0,2,4,0
2024-04-08,Emergency,58,58,0,8,3,23,53,77.4,13,34,5,2
2024-04-08,ICU,34,30,4,34,30,20,60,88.7,4,8,1,0
2024-04-08,Cardiology,48,37,11,10,2,17,32,87.4,6,9,8,3
2024-04-08,Orthopedics,44,30,14,2,0,9,25,85.8,8,17,2,2
2024-04-08,General Medicine,76,59,17,5,2,14,48,87.2,2,11,3,2
2024-04-08,Neurology,36,31,5,5,0,9,19,90.6,11,14,5,3
2024-04-08,Pediatrics,42,30,12,6,0,12,35,75.6,2,5,6,3
2024-04-08,Oncology,40,26,14,3,0,10,30,88.1,3,10,3,0
2024-04-08,Surgery,52,38,14,8,3,18,38,89.8,2,7,5,0
2024-04-08,Maternity,46,29,17,4,1,11,33,70.6,0,10,3,2
2024-04-09,Emergency,58,55,3,8,2,22,52,100.4,9,30,6,4
2024-04-09,ICU,34,31,3,34,31,16,60,94.2,0,10,0,2
2024-04-09,Cardiology,48,38,10,10,3,17,34,76.9,7,4,7,2
2024-04-09,Orthopedics,44,31,13,2,0,11,28,86.4,10,11,2,2
2024-04-09,General Medicine,76,59,17,5,0,20,50,79.4,4,7,5,4
2024-04-09,Neurology,36,32,4,5,0,16,31,77.2,11,8,5,1
2024-04-09,Pediatrics,42,25,17,6,0,12,34,86.7,0,0,6,1
2024-04-09,Oncology,40,30,10,3,1,8,29,89.5,2,5,2,1
2024-04-09,Surgery,52,40,12,8,3,14,42,84.0,0,14,5,0
2024-04-09,Maternity,46,33,13,4,1,14,40,83.8,1,6,3,0
2024-04-10,Emergency,58,53,5,8,0,20,54,87.7,10,33,8,4
2024-04-10,ICU,34,29,5,34,32,15,64,57.9,2,12,0,0
2024-04-10,Cardiology,48,36,12,10,1,16,31,80.0,4,15,9,1
2024-04-10,Orthopedics,44,33,11,2,1,13,32,98.1,8,11,1,0
2024-04-10,General Medicine,76,59,17,5,0,18,41,87.0,6,9,5,4
2024-04-10,Neurology,36,30,6,5,1,10,28,95.2,11,11,4,3
2024-04-10,Pediatrics,42,27,15,6,0,11,34,88.3,1,8,6,0
2024-04-10,Oncology,40,31,9,3,0,11,31,76.8,3,8,3,2
2024-04-10,Surgery,52,39,13,8,1,16,40,81.6,7,16,7,0
2024-04-10,Maternity,46,33,13,4,0,15,32,86.6,0,2,4,1
2024-04-11,Emergency,58,58,0,8,1,21,52,98.0,15,35,7,5
2024-04-11,ICU,34,30,4,34,29,18,63,95.4,0,11,2,1
2024-04-11,Cardiology,48,39,9,10,3,13,41,76.4,8,8,7,1
2024-04-11,Orthopedics,44,33,11,2,0,11,30,77.2,6,11,2,3
2024-04-11,General Medicine,76,66,10,5,1,20,54,97.6,5,21,4,2
2024-04-11,Neurology,36,29,7,5,1,12,29,61.6,11,9,4,2
2024-04-11,Pediatrics,42,27,15,6,0,13,36,83.0,0,2,6,1
2024-04-11,Oncology,40,32,8,3,0,11,26,84.0,4,3,3,1
2024-04-11,Surgery,52,38,14,8,2,17,47,93.3,1,16,6,1
2024-04-11,Maternity,46,27,19,4,2,15,32,96.3,0,6,2,3
2024-04-12,Emergency,58,55,3,8,0,25,68,90.0,9,27,8,2
2024-04-12,ICU,34,29,5,34,32,16,55,91.8,3,10,0,1
2024-04-12,Cardiology,48,37,11,10,4,13,39,91.8,6,13,6,1
2024-04-12,Orthopedics,44,33,11,2,1,10,24,91.8,8,3,1,1
2024-04-12,General Medicine,76,58,18,5,0,20,45,104.3,2,15,5,5
2024-04-12,Neurology,36,30,6,5,0,13,26,92.9,10,13,5,2
2024-04-12,Pediatrics,42,28,14,6,3,11,36,90.4,2,10,3,1
2024-04-12,Oncology,40,28,12,3,0,9,22,70.9,2,5,3,1
2024-04-12,Surgery,52,44,8,8,3,18,35,90.5,2,12,5,4
2024-04-12,Maternity,46,35,11,4,0,14,38,71.5,0,0,4,2
2024-04-13,Emergency,58,58,0,8,3,23,57,94.0,8,32,5,4
2024-04-13,ICU,34,34,0,34,29,18,60,76.6,4,8,2,2
2024-04-13,Cardiology,48,39,9,10,1,17,31,92.2,6,9,9,1
2024-04-13,Orthopedics,44,29,15,2,0,9,28,93.4,9,3,2,1
2024-04-13,General Medicine,76,76,0,5,2,16,61,81.8,6,15,3,5
2024-04-13,Neurology,36,29,7,5,0,12,24,75.4,12,0,5,3
2024-04-13,Pediatrics,42,28,14,6,3,12,35,75.4,3,4,3,1
2024-04-13,Oncology,40,28,12,3,0,12,26,100.2,3,6,3,2
2024-04-13,Surgery,52,39,13,8,2,14,43,97.3,6,8,6,2
2024-04-13,Maternity,46,28,18,4,0,14,36,65.4,1,0,4,0
2024-04-14,Emergency,58,58,0,8,3,24,54,102.7,8,32,5,5
2024-04-14,ICU,34,31,3,34,30,15,69,91.6,5,8,1,0
2024-04-14,Cardiology,48,32,16,10,4,19,38,70.9,4,9,6,0
2024-04-14,Orthopedics,44,31,13,2,0,10,33,68.2,5,10,2,0
2024-04-14,General Medicine,76,68,8,5,1,20,48,96.7,3,7,4,2
2024-04-14,Neurology,36,31,5,5,3,12,25,84.6,9,13,2,3
2024-04-14,Pediatrics,42,27,15,6,1,13,32,99.6,3,4,5,2
2024-04-14,Oncology,40,31,9,3,1,8,40,92.2,4,4,2,2
2024-04-14,Surgery,52,41,11,8,1,22,37,83.2,3,4,7,1
2024-04-14,Maternity,46,30,16,4,3,15,35,86.3,2,1,1,0
2024-04-15,Emergency,58,58,0,8,2,19,53,81.5,12,27,6,3
2024-04-15,ICU,34,30,4,34,32,19,64,79.6,4,12,0,1
2024-04-15,Cardiology,48,43,5,10,4,14,41,105.7,7,7,6,4
2024-04-15,Orthopedics,44,32,12,2,2,15,29,96.3,6,2,0,0
2024-04-15,General Medicine,76,66,10,5,0,20,51,73.3,1,7,5,3
2024-04-15,Neurology,36,28,8,5,0,12,22,102.5,8,5,5,2
2024-04-15,Pediatrics,42,27,15,6,0,13,32,73.1,5,7,6,1
2024-04-15,Oncology,40,29,11,3,0,10,27,88.6,8,4,3,3
2024-04-15,Surgery,52,44,8,8,1,16,43,90.5,2,14,7,2
2024-04-15,Maternity,46,28,18,4,0,15,36,77.5,2,4,4,2
2024-04-16,Emergency,58,53,5,8,0,25,55,102.6,5,27,8,2
2024-04-16,ICU,34,29,5,34,32,17,66,95.4,2,6,0,0
2024-04-16,Cardiology,48,42,6,10,3,16,35,77.8,7,7,7,4
2024-04-16,Orthopedics,44,35,9,2,2,10,31,85.6,8,2,0,2
2024-04-16,General Medicine,76,70,6,5,0,19,51,77.0,4,17,5,11
2024-04-16,Neurology,36,31,5,5,0,13,33,88.3,11,10,5,2
2024-04-16,Pediatrics,42,28,14,6,0,10,37,82.9,5,8,6,2
2024-04-16,Oncology,40,29,11,3,0,10,22,77.1,5,7,3,1
2024-04-16,Surgery,52,43,9,8,3,17,35,85.7,4,18,5,4
2024-04-16,Maternity,46,30,16,4,0,14,42,85.7,3,0,4,3
2024-04-17,Emergency,58,57,1,8,3,22,56,107.2,9,37,5,4
2024-04-17,ICU,34,28,6,34,31,18,74,88.6,2,16,0,1
2024-04-17,Cardiology,48,34,14,10,3,18,40,85.4,7,9,7,2
2024-04-17,Orthopedics,44,34,10,2,0,10,29,97.9,8,7,2,2
2024-04-17,General Medicine,76,68,8,5,0,20,49,76.8,6,8,5,6
2024-04-17,Neurology,36,31,5,5,0,11,24,72.1,8,11,5,0
2024-04-17,Pediatrics,42,32,10,6,0,10,33,79.9,1,9,6,3
2024-04-17,Oncology,40,29,11,3,0,13,25,88.9,2,9,3,1
2024-04-17,Surgery,52,44,8,8,3,19,42,76.8,8,9,5,0
2024-04-17,Maternity,46,25,21,4,0,9,38,82.0,4,7,4,0
2024-04-18,Emergency,58,56,2,8,1,24,52,99.5,8,41,7,2
2024-04-18,ICU,34,31,3,34,31,18,60,95.8,2,16,0,3
2024-04-18,Cardiology,48,39,9,10,1,17,30,75.5,3,11,9,2
2024-04-18,Orthopedics,44,33,11,2,1,9,40,78.5,9,8,1,3
2024-04-18,General Medicine,76,61,15,5,1,16,52,74.7,2,17,4,3
2024-04-18,Neurology,36,30,6,5,0,13,27,79.0,6,10,5,0
2024-04-18,Pediatrics,42,29,13,6,2,10,29,77.4,2,9,4,1
2024-04-18,Oncology,40,31,9,3,0,12,27,89.2,7,7,3,2
2024-04-18,Surgery,52,40,12,8,0,16,36,80.9,7,8,8,2
2024-04-18,Maternity,46,27,19,4,0,15,34,94.8,1,0,4,0
2024-04-19,Emergency,58,52,6,8,1,22,46,92.5,13,35,7,3
2024-04-19,ICU,34,30,4,34,31,20,62,89.7,2,10,0,1
2024-04-19,Cardiology,48,37,11,10,3,16,30,94.5,6,12,7,2
2024-04-19,Orthopedics,44,35,9,2,1,12,29,87.0,9,4,1,0
2024-04-19,General Medicine,76,63,13,5,3,17,45,84.6,4,18,2,2
2024-04-19,Neurology,36,28,8,5,2,10,31,80.0,10,2,3,0
2024-04-19,Pediatrics,42,32,10,6,0,12,29,99.4,4,6,6,3
2024-04-19,Oncology,40,33,7,3,0,8,31,88.0,2,2,3,2
2024-04-19,Surgery,52,36,16,8,0,12,40,89.7,2,7,8,0
2024-04-19,Maternity,46,32,14,4,1,17,33,74.7,2,0,3,1
2024-04-20,Emergency,58,58,0,8,2,20,54,67.1,9,25,6,1
2024-04-20,ICU,34,34,0,34,31,18,66,86.5,6,11,0,1
2024-04-20,Cardiology,48,38,10,10,4,13,37,106.1,6,13,6,2
2024-04-20,Orthopedics,44,29,15,2,2,11,28,93.5,6,8,0,1
2024-04-20,General Medicine,76,66,10,5,0,19,54,92.7,5,17,5,1
2024-04-20,Neurology,36,31,5,5,1,11,25,86.3,10,13,4,1
2024-04-20,Pediatrics,42,31,11,6,2,10,35,101.4,2,4,4,1
2024-04-20,Oncology,40,28,12,3,1,7,24,77.1,3,3,2,0
2024-04-20,Surgery,52,41,11,8,3,18,31,82.5,0,8,5,1
2024-04-20,Maternity,46,34,12,4,1,18,32,94.3,2,0,3,1
2024-04-21,Emergency,58,57,1,8,2,23,59,86.1,11,31,6,2
2024-04-21,ICU,34,34,0,34,30,19,68,97.0,5,13,1,4
2024-04-21,Cardiology,48,40,8,10,1,16,33,85.4,6,18,9,3
2024-04-21,Orthopedics,44,29,15,2,0,9,37,84.2,6,7,2,2
2024-04-21,General Medicine,76,71,5,5,0,17,46,83.8,2,18,5,4
2024-04-21,Neurology,36,26,10,5,0,9,24,83.2,9,5,5,2
2024-04-21,Pediatrics,42,26,16,6,1,14,34,74.5,2,10,5,1
2024-04-21,Oncology,40,28,12,3,0,6,24,69.6,5,0,3,1
2024-04-21,Surgery,52,43,9,8,1,17,42,91.3,2,16,7,3
2024-04-21,Maternity,46,29,17,4,1,15,39,77.7,4,0,3,1
2024-04-22,Emergency,58,55,3,8,3,20,52,94.8,5,43,5,3
2024-04-22,ICU,34,34,0,34,31,18,62,96.7,6,9,0,1
2024-04-22,Cardiology,48,35,13,10,2,16,36,82.9,3,8,8,1
2024-04-22,Orthopedics,44,37,7,2,0,13,29,68.6,10,4,2,2
2024-04-22,General Medicine,76,65,11,5,4,21,42,73.9,5,14,1,5
2024-04-22,Neurology,36,31,5,5,0,11,24,91.3,14,7,5,1
2024-04-22,Pediatrics,42,26,16,6,1,12,32,92.2,2,3,5,2
2024-04-22,Oncology,40,30,10,3,1,9,36,94.0,3,9,2,1
2024-04-22,Surgery,52,43,9,8,4,19,42,74.8,2,13,4,1
2024-04-22,Maternity,46,33,13,4,1,11,30,89.0,8,10,3,4
2024-04-23,Emergency,58,53,5,8,2,23,47,87.7,8,31,6,1
2024-04-23,ICU,34,34,0,34,31,15,64,92.0,3,13,0,2
2024-04-23,Cardiology,48,37,11,10,4,13,44,80.6,3,11,6,0
2024-04-23,Orthopedics,44,31,13,2,0,12,30,78.3,6,10,2,2
2024-04-23,General Medicine,76,64,12,5,0,18,56,93.9,6,12,5,4
2024-04-23,Neurology,36,27,9,5,0,14,21,64.5,11,10,5,0
2024-04-23,Pediatrics,42,26,16,6,0,10,34,76.7,5,5,6,0
2024-04-23,Oncology,40,32,8,3,1,11,32,86.0,4,8,2,3
2024-04-23,Surgery,52,32,20,8,4,14,43,54.7,6,3,4,0
2024-04-23,Maternity,46,29,17,4,2,11,41,89.5,0,7,2,0
2024-04-24,Emergency,58,52,6,8,4,22,49,97.9,10,33,4,2
2024-04-24,ICU,34,33,1,34,29,17,58,89.0,4,20,2,3
2024-04-24,Cardiology,48,43,5,10,2,11,33,89.1,6,11,8,3
2024-04-24,Orthopedics,44,34,10,2,3,10,33,81.1,7,13,0,2
2024-04-24,General Medicine,76,72,4,5,3,17,47,81.7,3,18,2,3
2024-04-24,Neurology,36,27,9,5,0,13,29,80.8,6,17,5,0
2024-04-24,Pediatrics,42,29,13,6,1,11,37,77.7,4,11,5,2
2024-04-24,Oncology,40,28,12,3,2,11,28,101.3,4,1,1,1
2024-04-24,Surgery,52,41,11,8,3,14,46,93.2,9,13,5,2
2024-04-24,Maternity,46,25,21,4,0,13,23,78.4,2,7,4,0
2024-04-25,Emergency,58,57,1,8,0,22,55,78.2,12,34,8,3
2024-04-25,ICU,34,30,4,34,31,20,61,80.2,1,15,0,0
2024-04-25,Cardiology,48,43,5,10,1,14,44,76.6,3,9,9,3
2024-04-25,Orthopedics,44,28,16,2,1,12,23,75.2,7,5,1,2
2024-04-25,General Medicine,76,69,7,5,0,21,58,96.5,2,17,5,3
2024-04-25,Neurology,36,31,5,5,0,11,29,80.0,8,16,5,0
2024-04-25,Pediatrics,42,27,15,6,0,14,34,74.1,2,8,6,0
2024-04-25,Oncology,40,28,12,3,0,9,37,87.5,2,6,3,0
2024-04-25,Surgery,52,43,9,8,2,17,44,96.4,5,6,6,2
2024-04-25,Maternity,46,29,17,4,2,15,35,78.3,1,8,2,1
2024-04-26,Emergency,58,58,0,8,5,21,52,92.1,11,37,3,2
2024-04-26,ICU,34,34,0,34,31,20,64,83.2,5,12,0,1
2024-04-26,Cardiology,48,40,8,10,2,14,33,84.0,5,13,8,0
2024-04-26,Orthopedics,44,32,12,2,0,10,30,82.7,4,10,2,0
2024-04-26,General Medicine,76,64,12,5,1,19,57,79.7,4,15,4,4
2024-04-26,Neurology,36,27,9,5,1,12,30,77.7,4,6,4,1
2024-04-26,Pediatrics,42,29,13,6,0,14,37,75.0,2,9,6,1
2024-04-26,Oncology,40,31,9,3,0,11,32,70.7,5,0,3,1
2024-04-26,Surgery,52,39,13,8,2,17,45,87.1,3,13,6,1
2024-04-26,Maternity,46,28,18,4,2,12,32,82.5,1,0,2,0
2024-04-27,Emergency,58,58,0,8,2,24,52,84.9,9,32,6,4
2024-04-27,ICU,34,33,1,34,32,18,61,79.1,2,10,0,0
2024-04-27,Cardiology,48,36,12,10,4,15,42,85.3,3,13,6,1
2024-04-27,Orthopedics,44,33,11,2,0,12,21,84.3,8,4,2,3
2024-04-27,General Medicine,76,71,5,5,1,23,48,99.9,3,9,4,2
2024-04-27,Neurology,36,26,10,5,0,13,25,81.8,11,10,5,1
2024-04-27,Pediatrics,42,28,14,6,1,11,37,83.8,3,11,5,0
2024-04-27,Oncology,40,29,11,3,0,9,29,81.9,6,7,3,1
2024-04-27,Surgery,52,39,13,8,1,17,50,86.6,3,12,7,2
2024-04-27,Maternity,46,26,20,4,0,11,40,85.1,0,1,4,0
2024-04-28,Emergency,58,57,1,8,4,19,52,99.9,8,37,4,2
2024-04-28,ICU,34,34,0,34,29,17,69,92.1,2,16,2,1
2024-04-28,Cardiology,48,39,9,10,3,15,36,84.3,0,18,7,2
2024-04-28,Orthopedics,44,31,13,2,0,11,33,84.1,3,4,2,0
2024-04-28,General Medicine,76,69,7,5,1,20,48,92.9,2,14,4,5
2024-04-28,Neurology,36,27,9,5,2,15,28,79.4,10,0,3,0
2024-04-28,Pediatrics,42,29,13,6,2,11,30,73.5,1,3,4,0
2024-04-28,Oncology,40,29,11,3,0,11,34,76.5,5,8,3,0
2024-04-28,Surgery,52,40,12,8,2,18,43,72.7,4,10,6,2
2024-04-28,Maternity,46,32,14,4,2,11,40,93.8,0,3,2,0
2024-04-29,Emergency,58,54,4,8,4,23,53,97.1,8,32,4,2
2024-04-29,ICU,34,32,2,34,31,16,77,100.7,2,11,0,3
2024-04-29,Cardiology,48,34,14,10,1,16,34,88.0,4,12,9,3
2024-04-29,Orthopedics,44,31,13,2,0,12,33,93.5,6,11,2,2
2024-04-29,General Medicine,76,61,15,5,1,22,49,91.7,5,14,4,3
2024-04-29,Neurology,36,30,6,5,0,12,30,86.7,10,9,5,2
2024-04-29,Pediatrics,42,25,17,6,0,13,31,69.1,3,5,6,1
2024-04-29,Oncology,40,31,9,3,0,10,28,79.7,6,0,3,0
2024-04-29,Surgery,52,39,13,8,4,18,39,81.2,3,16,4,3
2024-04-29,Maternity,46,31,15,4,0,15,38,89.3,0,4,4,1
2024-04-30,Emergency,58,58,0,8,3,24,48,97.0,13,37,5,2
2024-04-30,ICU,34,31,3,34,30,14,59,76.5,3,14,1,4
2024-04-30,Cardiology,48,39,9,10,1,13,38,77.8,8,13,9,2
2024-04-30,Orthopedics,44,30,14,2,0,13,34,69.9,6,11,2,0
2024-04-30,General Medicine,76,58,18,5,0,19,48,87.9,2,17,5,2
2024-04-30,Neurology,36,31,5,5,1,12,23,96.3,7,13,4,3
2024-04-30,Pediatrics,42,26,16,6,0,12,32,66.1,4,13,6,1
2024-04-30,Oncology,40,32,8,3,2,11,34,72.6,1,6,1,2
2024-04-30,Surgery,52,41,11,8,0,20,45,77.5,4,16,8,1
2024-04-30,Maternity,46,32,14,4,2,11,36,81.2,0,2,2,3
2024-05-01,Emergency,58,50,8,8,1,20,48,90.3,11,24,7,2
2024-05-01,ICU,34,29,5,34,32,20,58,91.9,2,12,0,1
2024-05-01,Cardiology,48,33,15,10,5,14,40,86.4,8,19,5,3
2024-05-01,Orthopedics,44,27,17,2,0,17,30,77.9,6,8,2,1
2024-05-01,General Medicine,76,70,6,5,4,21,51,85.8,6,13,1,4
2024-05-01,Neurology,36,27,9,5,1,10,31,86.3,10,12,4,0
2024-05-01,Pediatrics,42,33,9,6,1,13,31,78.5,5,6,5,2
2024-05-01,Oncology,40,28,12,3,0,11,28,78.6,4,5,3,2
2024-05-01,Surgery,52,42,10,8,3,19,45,94.7,2,10,5,2
2024-05-01,Maternity,46,23,23,4,0,13,33,70.7,0,2,4,0
2024-05-02,Emergency,58,55,3,8,2,19,56,97.2,12,32,6,5
2024-05-02,ICU,34,30,4,34,31,17,58,87.6,3,7,0,2
2024-05-02,Cardiology,48,39,9,10,3,16,45,76.3,5,13,7,1
2024-05-02,Orthopedics,44,27,17,2,3,10,26,80.2,9,6,0,0
2024-05-02,General Medicine,76,71,5,5,1,19,58,89.1,0,8,4,1
2024-05-02,Neurology,36,28,8,5,0,11,33,75.9,9,7,5,0
2024-05-02,Pediatrics,42,31,11,6,0,13,42,87.5,0,8,6,1
2024-05-02,Oncology,40,30,10,3,2,8,28,89.0,3,3,1,0
2024-05-02,Surgery,52,36,16,8,1,17,42,80.9,2,13,7,0
2024-05-02,Maternity,46,24,22,4,0,15,38,80.3,0,3,4,1
2024-05-03,Emergency,58,54,4,8,1,20,46,106.1,9,28,7,5
2024-05-03,ICU,34,33,1,34,30,19,68,96.7,7,14,1,2
2024-05-03,Cardiology,48,37,11,10,4,15,36,90.7,9,20,6,2
2024-05-03,Orthopedics,44,36,8,2,0,10,28,90.9,7,7,2,0
2024-05-03,General Medicine,76,69,7,5,0,21,54,95.2,5,16,5,0
2024-05-03,Neurology,36,33,3,5,4,12,28,85.2,8,12,1,4
2024-05-03,Pediatrics,42,27,15,6,0,14,40,84.4,0,0,6,1
2024-05-03,Oncology,40,29,11,3,0,7,29,83.1,4,8,3,2
2024-05-03,Surgery,52,41,11,8,2,17,35,82.3,3,12,6,2
2024-05-03,Maternity,46,29,17,4,0,13,36,97.6,3,6,4,0
2024-05-04,Emergency,58,55,3,8,4,25,56,81.1,14,36,4,3
2024-05-04,ICU,34,34,0,34,32,17,62,93.8,2,10,0,3
2024-05-04,Cardiology,48,43,5,10,3,14,33,92.2,7,8,7,5
2024-05-04,Orthopedics,44,28,16,2,0,11,32,84.5,8,4,2,0
2024-05-04,General Medicine,76,66,10,5,0,20,51,84.2,4,10,5,1
2024-05-04,Neurology,36,32,4,5,2,9,22,89.5,8,8,3,3
2024-05-04,Pediatrics,42,30,12,6,0,12,41,76.9,3,1,6,3
2024-05-04,Oncology,40,28,12,3,0,11,32,77.0,1,5,3,0
2024-05-04,Surgery,52,42,10,8,4,14,40,87.8,1,16,4,0
2024-05-04,Maternity,46,28,18,4,2,17,26,81.5,0,2,2,0
2024-05-05,Emergency,58,58,0,8,4,24,53,105.4,7,29,4,3
2024-05-05,ICU,34,33,1,34,32,16,64,94.9,1,6,0,1
2024-05-05,Cardiology,48,32,16,10,3,16,38,70.2,3,5,7,0
2024-05-05,Orthopedics,44,26,18,2,0,10,33,80.6,5,15,2,0
2024-05-05,General Medicine,76,67,9,5,0,20,52,86.6,7,21,5,2
2024-05-05,Neurology,36,31,5,5,1,12,29,107.3,7,18,4,2
2024-05-05,Pediatrics,42,31,11,6,0,13,38,78.4,1,2,6,4
2024-05-05,Oncology,40,29,11,3,1,10,29,73.6,1,5,2,2
2024-05-05,Surgery,52,44,8,8,4,17,42,89.8,1,6,4,2
2024-05-05,Maternity,46,27,19,4,1,13,34,93.2,1,0,3,1
2024-05-06,Emergency,58,54,4,8,2,22,49,91.7,6,30,6,3
2024-05-06,ICU,34,29,5,34,32,18,68,92.5,6,10,0,1
